sentiment,text,char_count,word_count,label
positive,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,119,17,2
positive,The Department Store Division reported an increase in sales of 4 per cent .,75,14,2
positive,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",163,25,2
positive,"With the acquisition , the company will expand its offering to North , Central and South America , it said .",108,21,2
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",147,26,2
neutral,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",109,20,1
neutral,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",98,19,1
neutral,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",121,22,1
neutral,"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",187,31,1
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,90,16,1
neutral,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,76,16,1
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",111,21,1
neutral,The value of the deal is estimated at between SEK25m and SEK50m .,65,13,1
neutral,The company will release its 2010 results on 11 February 2011 .,63,12,1
neutral,"At some point , it will spread also to Iran and Iraq .",54,13,1
positive,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,290,48,2
neutral,"Tyrv+Æinen is of the opinion that the airline has been repeating this for some time already , however .",103,19,1
negative,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",88,18,0
neutral,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",111,19,1
neutral,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,150,24,1
neutral,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",179,32,1
positive,The actions are expected to deliver annual cost savings of some EUR15-20m .,75,13,2
neutral,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",242,43,1
positive,Sales of clothing developed best .,34,6,2
neutral,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",168,26,1
neutral,Global life science industry is strictly regulated by international and national authorities .,94,13,1
positive,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",76,18,2
neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,92,15,1
neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",160,30,1
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,119,16,1
neutral,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",140,26,1
negative,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,184,29,0
positive,The company also expects to sell its products in other Russian region .,71,13,2
positive,"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",259,47,2
neutral,"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",162,25,1
positive,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",153,21,2
negative,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",130,24,0
positive,"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",152,26,2
neutral,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,107,17,1
positive,"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",138,23,2
negative,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",219,35,0
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",280,49,1
neutral,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",168,26,1
neutral,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,112,21,1
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",283,53,1
neutral,The value of the contract is about EUR 27mn .,45,10,1
neutral,The inventor was issued U.S. Patent No. .,41,8,1
neutral,"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",140,25,1
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",123,23,1
neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",136,29,1
positive,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",82,17,2
neutral,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,153,28,1
positive,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",121,25,2
neutral,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,120,21,1
neutral,The company does not disclose the sum it applied for .,54,11,1
positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,93,16,2
neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,57,10,1
neutral,Raisio is the site of the main production plants as well as company headquarters .,82,15,1
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .,61,12,1
neutral,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,125,23,1
positive,The company feels these leases are prime locations due to several producing formations in the immediate area .,110,18,2
neutral,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,132,20,1
neutral,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,197,34,1
neutral,South America and Asia are other promising markets .,52,9,1
neutral,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",225,40,1
neutral,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said .",160,25,1
positive,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",107,20,2
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",173,25,0
neutral,"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",186,34,1
positive,Revenues at the same time grew 14 percent to 43 million euros .,63,13,2
positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",114,22,2
neutral,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",163,25,1
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",112,18,1
negative,The dismissed staff members will now take the matter to court unless it can be settled outside .,96,18,0
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",250,42,1
neutral,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",113,24,1
neutral,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,138,22,1
neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for 27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",271,47,1
positive,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",166,33,2
neutral,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",130,20,1
neutral,Neste Oil will offer outplacement services to the 111 employees to be reduced .,79,14,1
negative,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",87,17,0
neutral,"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",179,30,1
neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,108,16,1
positive,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",70,11,2
positive,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",239,49,2
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,269,40,2
neutral,"FinancialWire tm is a fully independent , proprietary news wire service .",73,12,1
neutral,"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",68,14,1
neutral,"OTHER North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",90,18,1
positive,The policy was also aimed at making the companies more profitable and competitive .,83,14,2
neutral,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States .",124,22,1
negative,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",126,23,0
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",127,30,1
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,104,19,0
neutral,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",93,16,1
positive,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",239,46,2
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,59,14,0
neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",138,24,1
neutral,The serial bond is part of the plan to refinance the short-term credit facility .,81,15,1
negative,"More than 14,000 customers were left powerless .",48,8,0
positive,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",63,15,2
neutral,"Of this , EUR 38.8 mn was net interest income .",47,11,1
neutral,NetCom expects to complete Turbo 3G deployment in these areas this year .,73,13,1
neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",250,46,1
positive,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,152,29,2
positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",177,39,2
neutral,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",122,22,1
neutral,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",167,29,1
neutral,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,128,22,1
positive,UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,96,13,2
neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,70,12,1
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,145,24,1
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",187,35,1
neutral,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,125,24,1
positive,"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",116,23,2
neutral,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",152,27,1
positive,Sales have risen in other export markets .,42,8,2
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,161,28,2
positive,Industry Investment is very interested in Glaston 's solar energy projects .,76,12,2
neutral,The transaction value is CAD 15 million approximately EUR 10 million .,70,12,1
neutral,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",138,20,1
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",217,31,1
positive,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,107,17,2
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",124,29,1
positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",130,28,2
neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",85,15,1
neutral,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",302,55,1
neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,110,21,1
neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",151,27,1
neutral,The combined value of the planned investments is about EUR 30mn .,65,12,1
negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,120,21,0
positive,"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",132,27,2
neutral,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,107,20,1
positive,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",137,22,2
negative,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,138,24,0
neutral,`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',99,20,1
neutral,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",257,43,1
negative,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",106,24,0
neutral,Each year the dividend is deducted from the subscription price .,64,11,1
neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",116,25,1
negative,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",118,24,0
neutral,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",123,24,1
neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",195,32,1
positive,This is the second successful effort for the financial investor this year .,75,13,2
positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",180,27,2
neutral,"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",138,32,1
neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",144,22,1
positive,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,58,12,2
neutral,Yvonne Jones is owner of Chameleon Interiors .,46,8,1
neutral,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",131,23,1
neutral,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",155,26,1
positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",188,32,2
positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",181,30,2
neutral,"The number of class A shares remains unchanged at 9,526,089 shares .",68,12,1
neutral,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",104,19,1
positive,The estimated synergy benefits are at least EUR7m annually .,60,10,2
neutral,The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,84,13,1
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",190,34,0
neutral,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",133,23,1
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",207,34,1
neutral,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",171,32,1
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",181,39,1
positive,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,133,23,2
neutral,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",125,21,1
neutral,Capital base and capital adequacy measurement is based on approaches under Basel II .,85,14,1
positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,202,37,2
positive,Componenta 's objective with this agreement is to increase business on its existing production lines .,102,16,2
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",119,22,1
neutral,Okmetic revised its 2010 financial outlook based on its order book .,68,12,1
neutral,The expanded plant is scheduled to be operational by the middle of October 2009 .,81,15,1
positive,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,92,16,2
positive,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,118,23,2
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 .",86,16,1
neutral,"Previously , it projected the figure to be slightly lower than in 2009 .",72,14,1
positive,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,105,18,2
neutral,"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",248,38,1
neutral,Europe however remains an important and strong market for us .,62,11,1
neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",128,22,1
positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",167,29,2
negative,Talentum 's net sales in September were smaller than expected .,63,11,0
neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,117,20,1
neutral,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",202,37,1
positive,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',134,24,2
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,115,16,1
positive,The announced restructuring will significantly decrease the Company 's indebtedness .,85,11,2
neutral,This includes a EUR 39.5 mn change in the fair value of investment properties .,79,15,1
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,78,13,0
positive,Technopolis is Europe 's leading operator of technoparks .,58,9,2
neutral,The sale price was not disclosed .,34,7,1
neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .,84,16,1
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,236,42,1
neutral,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",109,16,1
neutral,"- The Group - s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",140,28,1
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,88,16,1
neutral,"ISMS does not disclose its financial results , the daily said .",63,12,1
neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",122,22,1
neutral,Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,86,13,1
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",182,31,1
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",72,16,0
negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,62,15,0
neutral,The value of the contract is EUR 25mn .,39,9,1
positive,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,89,17,2
neutral,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",141,24,1
positive,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",93,18,2
positive,Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,95,17,2
positive,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",101,20,2
neutral,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,97,21,1
neutral,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,86,14,1
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,80,18,2
neutral,The deal was worth about EUR 1.2 mn .,37,9,1
neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,118,19,1
neutral,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,70,17,1
neutral,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",127,22,1
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,105,18,2
neutral,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",141,24,1
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,53,12,2
neutral,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",191,32,1
neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",89,17,1
neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,194,31,1
positive,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,181,29,2
neutral,Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,156,27,1
positive,Satama 's net sales would be higher than the year before .,58,12,2
neutral,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",122,26,1
neutral,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",97,16,1
neutral,Earnings per share were EUR -0.04 -0.06 .,41,8,1
neutral,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",239,41,1
neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,178,32,1
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,125,27,2
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",94,21,0
negative,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",146,20,0
positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",124,25,2
neutral,Feed companies Suomen Rehu and Raisio do no import GMO feed .,61,12,1
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",162,25,1
neutral,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",166,27,1
negative,The real estate company posted a net loss of + x201a -õ 59.3 million + x201a -õ 0.21 per share compared with a net profit of + x201a -õ 31 million + x201a -õ 0.11 per share for the corresponding quarter of 2007 .,216,44,0
negative,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",213,39,0
positive,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",155,30,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",138,27,2
neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",94,17,1
positive,"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",153,27,2
neutral,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",101,16,1
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",189,30,1
neutral,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",210,38,1
neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .,72,13,1
positive,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,233,39,2
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",273,57,1
neutral,Gearing was 43 % compared to 67 % in 2004 .,43,11,1
positive,"In addition to Russia , we now seek additional growth in Ukraine .",66,13,2
